timestamp,latitude,longitude,traffic_speed,complaints
2026-09-10T12:00,26.889278,75.83149,39.425707546532806,13
2026-09-10T13:00,26.889278,75.83149,55.194370988326426,19
2026-09-10T14:00,26.889278,75.83149,64.58593734233956,16
2026-09-10T15:00,26.889278,75.83149,43.007710427777,11
2026-09-10T16:00,26.889278,75.83149,42.31474749251887,10
2026-09-10T17:00,26.889278,75.83149,44.951310299948176,14
2026-09-10T18:00,26.889278,75.83149,46.97094349063876,10
2026-09-10T19:00,26.889278,75.83149,44.682354529915095,21
2026-09-10T20:00,26.889278,75.83149,38.67344347033895,30
2026-09-10T21:00,26.889278,75.83149,47.89988750129676,10
2026-09-10T22:00,26.889278,75.83149,30.866130906046298,14
2026-09-10T23:00,26.889278,75.83149,47.753374848712625,20
2026-09-11T00:00,26.889278,75.83149,45.70344922565361,13
2026-09-11T01:00,26.889278,75.83149,54.15769042385591,12
2026-09-11T02:00,26.889278,75.83149,46.143446493109046,15
2026-09-11T03:00,26.889278,75.83149,48.39756338106292,14
2026-09-11T04:00,26.889278,75.83149,38.37555695566858,8
2026-09-11T05:00,26.889278,75.83149,46.22133584685406,13
2026-09-11T06:00,26.889278,75.83149,50.43895118153909,18
2026-09-11T07:00,26.889278,75.83149,52.14713485681665,9
2026-09-11T08:00,26.889278,75.83149,45.8310431914247,16
2026-09-11T09:00,26.889278,75.83149,56.0977602504078,15
2026-09-11T10:00,26.889278,75.83149,53.928354706891106,17
2026-09-11T11:00,26.889278,75.83149,40.43585224801778,10
2026-09-11T12:00,26.889278,75.83149,27.726187628545592,11
2026-09-11T13:00,26.889278,75.83149,37.317073452254455,13
2026-09-11T14:00,26.889278,75.83149,45.47842944829707,6
2026-09-11T15:00,26.889278,75.83149,45.61524445118313,13
2026-09-11T16:00,26.889278,75.83149,42.445423674202594,16
2026-09-11T17:00,26.889278,75.83149,42.05939473044266,9
2026-09-11T18:00,26.889278,75.83149,49.54452097403861,15
2026-09-11T19:00,26.889278,75.83149,40.88250380906288,16
2026-09-11T20:00,26.889278,75.83149,30.10848723759723,12
2026-09-11T21:00,26.889278,75.83149,42.82758220677267,10
2026-09-11T22:00,26.889278,75.83149,52.12637572679174,14
2026-09-11T23:00,26.889278,75.83149,39.04401141513864,16
2026-09-12T00:00,26.889278,75.83149,49.47764635894717,12
2026-09-12T01:00,26.889278,75.83149,49.02673700972571,12
2026-09-12T02:00,26.889278,75.83149,44.88599381143467,7
2026-09-12T03:00,26.889278,75.83149,47.36168290198908,13
2026-09-12T04:00,26.889278,75.83149,38.077320963533225,13
2026-09-12T05:00,26.889278,75.83149,45.422040039732266,10
2026-09-12T06:00,26.889278,75.83149,52.501727795127266,16
2026-09-12T07:00,26.889278,75.83149,42.96729500431,19
2026-09-12T08:00,26.889278,75.83149,36.2836481126831,13
2026-09-12T09:00,26.889278,75.83149,54.246385658620845,10
2026-09-12T10:00,26.889278,75.83149,34.97004246472183,10
2026-09-12T11:00,26.889278,75.83149,54.56485148219533,11
2026-09-12T12:00,26.889278,75.83149,44.16629737096721,10
2026-09-12T13:00,26.889278,75.83149,48.826466903629765,7
2026-09-12T14:00,26.889278,75.83149,45.9770286085901,16
2026-09-12T15:00,26.889278,75.83149,44.64257156142649,15
2026-09-12T16:00,26.889278,75.83149,51.549008438673425,15
2026-09-12T17:00,26.889278,75.83149,44.46037304548421,1
2026-09-12T18:00,26.889278,75.83149,39.2781891423515,8
2026-09-12T19:00,26.889278,75.83149,45.313872088506194,15
2026-09-12T20:00,26.889278,75.83149,32.78619082589409,13
2026-09-12T21:00,26.889278,75.83149,43.99797868874892,8
2026-09-12T22:00,26.889278,75.83149,32.598374973333954,9
2026-09-12T23:00,26.889278,75.83149,45.16975462880525,14
2026-09-13T00:00,26.889278,75.83149,50.10623839640906,11
2026-09-13T01:00,26.889278,75.83149,49.524643756046956,9
2026-09-13T02:00,26.889278,75.83149,44.041708743887554,13
2026-09-13T03:00,26.889278,75.83149,26.144041174564627,14
2026-09-13T04:00,26.889278,75.83149,41.71593433755332,13
2026-09-13T05:00,26.889278,75.83149,53.99144862484605,10
2026-09-13T06:00,26.889278,75.83149,40.72143421512044,10
2026-09-13T07:00,26.889278,75.83149,48.88106927417306,10
2026-09-13T08:00,26.889278,75.83149,40.46080649479077,4
2026-09-13T09:00,26.889278,75.83149,56.179846652995124,16
2026-09-13T10:00,26.889278,75.83149,30.39288063140048,11
2026-09-13T11:00,26.889278,75.83149,41.49648835018026,13
2026-09-13T12:00,26.889278,75.83149,42.45461715597128,11
2026-09-13T13:00,26.889278,75.83149,48.68507630599922,12
2026-09-13T14:00,26.889278,75.83149,44.32537694419232,11
2026-09-13T15:00,26.889278,75.83149,45.21471736736265,16
2026-09-13T16:00,26.889278,75.83149,29.07352621577747,18
2026-09-13T17:00,26.889278,75.83149,58.97774660435739,15
2026-09-13T18:00,26.889278,75.83149,46.45297461515345,15
2026-09-13T19:00,26.889278,75.83149,40.61890551072122,14
2026-09-13T20:00,26.889278,75.83149,54.7541515367749,9
2026-09-13T21:00,26.889278,75.83149,37.23609390545386,10
2026-09-13T22:00,26.889278,75.83149,47.496546317807514,14
2026-09-13T23:00,26.889278,75.83149,52.07535655104968,14
2026-09-14T00:00,26.889278,75.83149,50.49311378351412,8
2026-09-14T01:00,26.889278,75.83149,46.808009037210184,8
2026-09-14T02:00,26.889278,75.83149,44.48140318159417,12
2026-09-14T03:00,26.889278,75.83149,38.054888909554236,11
2026-09-14T04:00,26.889278,75.83149,47.465869183116,10
2026-09-14T05:00,26.889278,75.83149,36.1357743768863,10
2026-09-14T06:00,26.889278,75.83149,52.55284234206723,13
2026-09-14T07:00,26.889278,75.83149,51.17363982936194,12
2026-09-14T08:00,26.889278,75.83149,45.26340588067063,11
2026-09-14T09:00,26.889278,75.83149,31.744753807253147,17
2026-09-14T10:00,26.889278,75.83149,49.20182901965082,8
2026-09-14T11:00,26.889278,75.83149,47.156618271408995,19
2026-09-14T12:00,26.889278,75.83149,32.11036515357108,18
2026-09-14T13:00,26.889278,75.83149,40.79740331847712,15
2026-09-14T14:00,26.889278,75.83149,46.242148308516796,9
2026-09-14T15:00,26.889278,75.83149,50.13249184529303,12
2026-09-14T16:00,26.889278,75.83149,41.114429500137675,15
2026-09-14T17:00,26.889278,75.83149,37.913606395524766,8
2026-09-14T18:00,26.889278,75.83149,41.08612624739723,14
2026-09-14T19:00,26.889278,75.83149,37.37086841773748,19
2026-09-14T20:00,26.889278,75.83149,57.546179876477055,10
2026-09-14T21:00,26.889278,75.83149,57.98032424151011,14
2026-09-14T22:00,26.889278,75.83149,30.857110622576453,18
2026-09-14T23:00,26.889278,75.83149,42.38272586447767,12
2026-09-15T00:00,26.889278,75.83149,56.03605586140926,9
2026-09-15T01:00,26.889278,75.83149,54.905045139612255,11
2026-09-15T02:00,26.889278,75.83149,58.3450270805382,13
2026-09-15T03:00,26.889278,75.83149,53.892947980309565,9
2026-09-15T04:00,26.889278,75.83149,48.34600756196109,13
2026-09-15T05:00,26.889278,75.83149,47.24865175259535,13
2026-09-15T06:00,26.889278,75.83149,54.85101145691818,10
2026-09-15T07:00,26.889278,75.83149,48.252405777577444,11
2026-09-15T08:00,26.889278,75.83149,33.623287049659865,10
2026-09-15T09:00,26.889278,75.83149,46.16910861825232,12
2026-09-15T10:00,26.889278,75.83149,31.18762643284599,12
2026-09-15T11:00,26.889278,75.83149,50.36816310100064,10
2026-09-15T12:00,26.889278,75.83149,45.95192613595329,12
2026-09-15T13:00,26.889278,75.83149,43.15296932793895,13
2026-09-15T14:00,26.889278,75.83149,46.516099153696246,9
2026-09-15T15:00,26.889278,75.83149,33.054043572289075,16
2026-09-15T16:00,26.889278,75.83149,41.522599713119305,14
2026-09-15T17:00,26.889278,75.83149,40.41891130576819,13
2026-09-15T18:00,26.889278,75.83149,44.25561833735306,11
2026-09-15T19:00,26.889278,75.83149,43.59945939567666,7
2026-09-15T20:00,26.889278,75.83149,46.31132027539572,14
2026-09-15T21:00,26.889278,75.83149,46.6393963842325,19
2026-09-15T22:00,26.889278,75.83149,35.351989539323796,10
2026-09-15T23:00,26.889278,75.83149,36.45487632175973,16
2026-09-16T00:00,26.889278,75.83149,52.92633612407863,12
2026-09-16T01:00,26.889278,75.83149,39.12158288027386,12
2026-09-16T02:00,26.889278,75.83149,43.86363631150006,9
2026-09-16T03:00,26.889278,75.83149,50.63558097095182,5
2026-09-16T04:00,26.889278,75.83149,42.708814728219366,13
2026-09-16T05:00,26.889278,75.83149,60.20576431737543,14
2026-09-16T06:00,26.889278,75.83149,38.60967490712327,15
2026-09-16T07:00,26.889278,75.83149,40.75243691934802,11
2026-09-16T08:00,26.889278,75.83149,30.88921105799129,12
2026-09-16T09:00,26.889278,75.83149,50.90087991887344,10
2026-09-16T10:00,26.889278,75.83149,42.29916170924547,10
2026-09-16T11:00,26.889278,75.83149,48.81833763263971,17
2026-09-16T12:00,26.889278,75.83149,47.60797925194157,10
2026-09-16T13:00,26.889278,75.83149,61.58886227796334,13
2026-09-16T14:00,26.889278,75.83149,48.88960678321616,11
2026-09-16T15:00,26.889278,75.83149,42.13946999778536,8
2026-09-16T16:00,26.889278,75.83149,41.834440370434976,11
2026-09-16T17:00,26.889278,75.83149,49.592595336829824,5
2026-09-16T18:00,26.889278,75.83149,30.701223782404387,12
2026-09-16T19:00,26.889278,75.83149,41.00836150096568,6
2026-09-16T20:00,26.889278,75.83149,34.266952987599375,15
2026-09-16T21:00,26.889278,75.83149,38.255201322755006,16
2026-09-16T22:00,26.889278,75.83149,53.39951125001211,13
2026-09-16T23:00,26.889278,75.83149,38.63876886243266,14
2026-09-17T00:00,26.889278,75.83149,41.8506026377422,7
2026-09-17T01:00,26.889278,75.83149,50.87300159669154,11
2026-09-17T02:00,26.889278,75.83149,34.2314663178155,10
2026-09-17T03:00,26.889278,75.83149,45.82030361156045,12
2026-09-17T04:00,26.889278,75.83149,36.61124107662468,11
2026-09-17T05:00,26.889278,75.83149,46.39799433290657,6
2026-09-17T06:00,26.889278,75.83149,41.849887470480425,11
2026-09-17T07:00,26.889278,75.83149,52.07385363861768,12
2026-09-17T08:00,26.889278,75.83149,44.423745899817334,21
2026-09-17T09:00,26.889278,75.83149,48.296053673593974,13
2026-09-17T10:00,26.889278,75.83149,55.10660421224151,10
2026-09-17T11:00,26.889278,75.83149,44.483688519741634,6
2026-09-17T12:00,26.889278,75.83149,54.39346521031365,7
2026-09-17T13:00,26.889278,75.83149,49.54375965300029,11
2026-09-17T14:00,26.889278,75.83149,51.529905431299866,14
2026-09-17T15:00,26.889278,75.83149,25.51800050428141,22
2026-09-17T16:00,26.889278,75.83149,37.56506828222693,18
2026-09-17T17:00,26.889278,75.83149,36.625455701065356,21
2026-09-17T18:00,26.889278,75.83149,45.29066249544932,15
2026-09-17T19:00,26.889278,75.83149,46.98165597169344,17
2026-09-17T20:00,26.889278,75.83149,43.182140220086886,20
2026-09-17T21:00,26.889278,75.83149,49.51931137467908,13
2026-09-17T22:00,26.889278,75.83149,41.409496157206554,8
2026-09-17T23:00,26.889278,75.83149,41.847124751419706,9
2026-09-18T00:00,26.889278,75.83149,48.64262808803237,8
2026-09-18T01:00,26.889278,75.83149,37.116652315143384,14
2026-09-18T02:00,26.889278,75.83149,42.788953049328086,14
2026-09-18T03:00,26.889278,75.83149,44.41651369046408,14
2026-09-18T04:00,26.889278,75.83149,48.36433742703045,12
2026-09-18T05:00,26.889278,75.83149,49.147197315952965,11
2026-09-18T06:00,26.889278,75.83149,37.02802929390505,14
2026-09-18T07:00,26.889278,75.83149,49.739775307168664,20
2026-09-18T08:00,26.889278,75.83149,31.83940544964047,16
2026-09-18T09:00,26.889278,75.83149,40.63292770928087,7
2026-09-18T10:00,26.889278,75.83149,51.54635782830898,9
2026-09-18T11:00,26.889278,75.83149,43.026806688589986,10
2026-09-18T12:00,26.889278,75.83149,47.578166166423536,10
2026-09-18T13:00,26.889278,75.83149,62.08362804894668,12
2026-09-18T14:00,26.889278,75.83149,43.61596398672252,12
2026-09-18T15:00,26.889278,75.83149,43.79564589867168,11
2026-09-18T16:00,26.889278,75.83149,30.466274427346132,13
2026-09-18T17:00,26.889278,75.83149,47.428072374062175,11
2026-09-18T18:00,26.889278,75.83149,55.045547270679506,14
2026-09-18T19:00,26.889278,75.83149,46.49863541811002,14
2026-09-18T20:00,26.889278,75.83149,45.67315171497912,12
2026-09-18T21:00,26.889278,75.83149,65.0,13
2026-09-18T22:00,26.889278,75.83149,46.25136664558986,7
2026-09-18T23:00,26.889278,75.83149,46.23557670743599,14
2026-09-19T00:00,26.889278,75.83149,45.87639489144531,18
2026-09-19T01:00,26.889278,75.83149,38.016897738431624,10
2026-09-19T02:00,26.889278,75.83149,50.411249142519424,14
2026-09-19T03:00,26.889278,75.83149,54.149520270517684,13
2026-09-19T04:00,26.889278,75.83149,52.76119552267849,10
2026-09-19T05:00,26.889278,75.83149,51.026004741344465,9
2026-09-19T06:00,26.889278,75.83149,39.94814316099127,12
2026-09-19T07:00,26.889278,75.83149,41.83214659999699,12
2026-09-19T08:00,26.889278,75.83149,64.85220996805623,11
2026-09-19T09:00,26.889278,75.83149,36.4749722238916,6
2026-09-19T10:00,26.889278,75.83149,35.40570465122258,10
2026-09-19T11:00,26.889278,75.83149,44.82985605222238,13
2026-09-19T12:00,26.889278,75.83149,34.57613034525653,15
2026-09-19T13:00,26.889278,75.83149,36.4428983283432,11
2026-09-19T14:00,26.889278,75.83149,34.78491882693373,10
2026-09-19T15:00,26.889278,75.83149,36.83359415011031,10
2026-09-19T16:00,26.889278,75.83149,43.018067056153164,11
2026-09-19T17:00,26.889278,75.83149,50.11629355825807,10
2026-09-19T18:00,26.889278,75.83149,45.93893422502126,8
2026-09-19T19:00,26.889278,75.83149,50.370362097725355,9
2026-09-19T20:00,26.889278,75.83149,42.1824401150929,18
2026-09-19T21:00,26.889278,75.83149,26.26006156055155,16
2026-09-19T22:00,26.889278,75.83149,39.48641329604544,11
2026-09-19T23:00,26.889278,75.83149,32.821580538818786,14
2026-09-20T00:00,26.889278,75.83149,46.53193788016193,10
2026-09-20T01:00,26.889278,75.83149,48.531539829704165,14
2026-09-20T02:00,26.889278,75.83149,40.632309940862775,10
2026-09-20T03:00,26.889278,75.83149,43.82657079939494,9
2026-09-20T04:00,26.889278,75.83149,49.131800011298594,13
2026-09-20T05:00,26.889278,75.83149,53.11683536764461,9
2026-09-20T06:00,26.889278,75.83149,39.62760870806091,10
2026-09-20T07:00,26.889278,75.83149,51.3089184988079,12
2026-09-20T08:00,26.889278,75.83149,41.364671770071304,12
2026-09-20T09:00,26.889278,75.83149,50.941662317763615,8
2026-09-20T10:00,26.889278,75.83149,26.198717865601708,13
2026-09-20T11:00,26.889278,75.83149,41.84188349169354,14
2026-09-20T12:00,26.889278,75.83149,46.8605008576438,14
2026-09-20T13:00,26.889278,75.83149,35.975826218013694,17
2026-09-20T14:00,26.889278,75.83149,24.56764581926841,8
2026-09-20T15:00,26.889278,75.83149,33.77408035793362,18
2026-09-20T16:00,26.889278,75.83149,42.8252276665665,10
2026-09-20T17:00,26.889278,75.83149,47.779987407311886,11
2026-09-20T18:00,26.889278,75.83149,49.01427364168677,15
2026-09-20T19:00,26.889278,75.83149,44.584202598802285,8
2026-09-20T20:00,26.889278,75.83149,34.07225480935003,10
2026-09-20T21:00,26.889278,75.83149,36.99783718588891,10
2026-09-20T22:00,26.889278,75.83149,48.284959205590226,16
2026-09-20T23:00,26.889278,75.83149,51.201687987890686,5
2026-09-21T00:00,26.889278,75.83149,45.53786341784653,15
2026-09-21T01:00,26.889278,75.83149,58.34351972530651,17
2026-09-21T02:00,26.889278,75.83149,40.48161877046013,15
2026-09-21T03:00,26.889278,75.83149,44.68561365041938,9
2026-09-21T04:00,26.889278,75.83149,46.224088052441886,14
2026-09-21T05:00,26.889278,75.83149,43.28167853044907,8
2026-09-21T06:00,26.889278,75.83149,35.46983542808174,11
2026-09-21T07:00,26.889278,75.83149,35.28966301286779,13
2026-09-21T08:00,26.889278,75.83149,45.141793690684125,14
2026-09-21T09:00,26.889278,75.83149,47.87161813209318,11
2026-09-21T10:00,26.889278,75.83149,57.562138573582835,13
2026-09-21T11:00,26.889278,75.83149,45.33688024137444,10
2026-09-21T12:00,26.889278,75.83149,25.04498572598108,13
2026-09-21T13:00,26.889278,75.83149,34.483134765664275,10
2026-09-21T14:00,26.889278,75.83149,32.768818248514975,15
2026-09-21T15:00,26.889278,75.83149,37.26716359339458,17
2026-09-21T16:00,26.889278,75.83149,46.799130216056234,11
2026-09-21T17:00,26.889278,75.83149,47.048790672044916,8
2026-09-21T18:00,26.889278,75.83149,47.028493508723436,11
2026-09-21T19:00,26.889278,75.83149,34.89106947276616,9
2026-09-21T20:00,26.889278,75.83149,42.3197089950913,14
2026-09-21T21:00,26.889278,75.83149,44.673868190083276,10
2026-09-21T22:00,26.889278,75.83149,59.578303438455585,10
2026-09-21T23:00,26.889278,75.83149,54.30408420546745,14
2026-09-22T00:00,26.889278,75.83149,43.66441391875727,10
2026-09-22T01:00,26.889278,75.83149,51.13297419835676,9
2026-09-22T02:00,26.889278,75.83149,45.88098883380813,8
2026-09-22T03:00,26.889278,75.83149,42.90935544050142,10
2026-09-22T04:00,26.889278,75.83149,42.54643623369732,7
2026-09-22T05:00,26.889278,75.83149,32.58151134361789,13
2026-09-22T06:00,26.889278,75.83149,55.956416738866075,12
2026-09-22T07:00,26.889278,75.83149,45.90207151179459,8
2026-09-22T08:00,26.889278,75.83149,36.667770423019036,10
2026-09-22T09:00,26.889278,75.83149,41.783056980518204,13
2026-09-22T10:00,26.889278,75.83149,40.88048061106024,15
2026-09-22T11:00,26.889278,75.83149,43.73996865226094,10
2026-09-22T12:00,26.889278,75.83149,41.51381816852618,11
2026-09-22T13:00,26.889278,75.83149,56.390331938341305,6
2026-09-22T14:00,26.889278,75.83149,32.54076760360432,13
2026-09-22T15:00,26.889278,75.83149,51.81582465659079,13
2026-09-22T16:00,26.889278,75.83149,44.03212907197088,11
2026-09-22T17:00,26.889278,75.83149,51.74790221459346,10
2026-09-22T18:00,26.889278,75.83149,41.27572752446137,9
2026-09-22T19:00,26.889278,75.83149,38.07837769764723,10
2026-09-22T20:00,26.889278,75.83149,46.354807766478075,11
2026-09-22T21:00,26.889278,75.83149,59.89955562099906,11
2026-09-22T22:00,26.889278,75.83149,36.41980691956452,14
2026-09-22T23:00,26.889278,75.83149,50.16849849802079,16
2026-09-23T00:00,26.889278,75.83149,55.08601846565479,13
2026-09-23T01:00,26.889278,75.83149,48.54609862980726,13
2026-09-23T02:00,26.889278,75.83149,44.28942370221029,15
2026-09-23T03:00,26.889278,75.83149,59.437763695955454,11
2026-09-23T04:00,26.889278,75.83149,45.51328494758865,16
2026-09-23T05:00,26.889278,75.83149,50.857004358880836,12
2026-09-23T06:00,26.889278,75.83149,46.8294727464577,11
2026-09-23T07:00,26.889278,75.83149,49.028163551855684,9
2026-09-23T08:00,26.889278,75.83149,41.66368858004117,10
2026-09-23T09:00,26.889278,75.83149,39.93599255517103,13
2026-09-23T10:00,26.889278,75.83149,53.91546976193112,9
2026-09-23T11:00,26.889278,75.83149,45.56899066161537,11
2026-09-23T12:00,26.889278,75.83149,49.241654483770674,11
2026-09-23T13:00,26.889278,75.83149,37.22396267037047,13
2026-09-23T14:00,26.889278,75.83149,51.84285543467168,11
2026-09-23T15:00,26.889278,75.83149,54.581102860878595,16
2026-09-23T16:00,26.889278,75.83149,46.3857330540429,11
2026-09-23T17:00,26.889278,75.83149,33.96534847159859,10
2026-09-23T18:00,26.889278,75.83149,50.61835048934145,14
2026-09-23T19:00,26.889278,75.83149,33.60865026494049,17
2026-09-23T20:00,26.889278,75.83149,49.19136822075149,14
2026-09-23T21:00,26.889278,75.83149,51.04068141363205,12
2026-09-23T22:00,26.889278,75.83149,36.108099986190076,11
2026-09-23T23:00,26.889278,75.83149,40.16187686666711,7
